State,Company,CIQID,Year,EBITDA,YearRev,Year2Rev,Year3Rev,YearOpExp,Year2OpExp,Year3OpExp,YearCapex,Year2Capex,Year3Capex,YearDiv,Year2Div,Year3Div,YearROE,Year2ROE,Year3ROE,YearDebt_EBITDA,Year2Debt_EBITDA,Year3Debt_EBITDA,YearFFO_Debt,Year2FFO_Debt,Year3FFO_Debt
PA,Entercom Communications Corp.,IQ395750,2008,157.653,468.351,439.629,432.52,312.429,293.404,267.057,9.281,13.713,12.671,57.992,676.219,577.24,-1.16757,5.75497,8.32836,5.82775,4.45714,3.48589,12.73007,15.99991,21.38718
MD,"Radio One, Inc.",IQ33574,2008,98.6615,319.552,341.24,368.658,205.415,208.955,209.901,10.203,14.291,15.737,2.94,930.014,952.512,-31.25542,-1.02423,3.92016,6.92015,6.7122,5.90077,5.34736,6.78138,10.22957
CO,"National CineMedia, Inc.",IQ7958431,2008,191.65,331.9,219.3,0,166.9,220.3,0,14.3,6.3,0,12.6,10,0,-7.24205,-157.89474,0,4.51992,4.06789,0,11.01382,16.37942,0
NY,"Town Sports International Holdings, Inc.",IQ35652,2008,186.521,472.915,433.08,388.556,369.109,339.2,308.721,93.28,66.253,62.393,0,280.948,409.895,-154.66395,-6.96117,-1.52041,5.20835,5.14377,6.39943,9.90043,10.02003,6.50122
MD,"Choice Hotels International, Inc.",IQ370714,2008,0,0,0,234.276,0,0,81.475,0,0,11.504,0,172.39,273.972,0,0,-47.30316,0,0,1.71624,0,0,52.76078
NV,Affinity Gaming,IQ3153346,2008,0,0,0,0,0,0,0,0,0,0,0,521.513,499.476,0,0,0,0,0,0,0,0,0
NY,"Iconix Brand Group, Inc.",IQ288255,2008,162.2195,160.004,80.694,30.156,38.457,22.164,11.466,0.134,0.739,0.731,0,140.676,85.414,12.83601,11.47729,25.47741,5.7866,2.75054,5.16471,12.71467,27.77859,14.68149
CO,Jacobs Entertainment Inc.,IQ3097936,2008,0,0,0,0,0,0,0,0,0,0,0,284.467,185.397,0,0,0,0,0,0,0,0,0
CA,"Salem Media Group, Inc.",IQ400224,2008,65.089,230.677,225.736,211.839,176.079,171.653,153.742,14.895,19.57,22.315,10.01,358.978,326.685,3.90152,6.75302,5.05159,6.11962,6.18461,5.46168,8.90155,8.66204,11.25501
CA,Entravision Communications Corporation,IQ527252,2008,82.761,250.046,291.752,280.964,161.228,194.642,189.777,16.162,23.926,19.854,0,494.073,500.269,5.68133,-15.11795,-0.93458,4.58929,3.92732,4.79412,11.11902,17.45396,14.03249
IN,Emmis Communications Corp.,IQ28028,2008,70.7955,358.059,356.763,377.436,287.581,279.784,288.905,6.743,5.258,12.132,5.044,667.944,1179.23,-11.18582,-3.97309,-9.52793,7.09145,7.22733,7.94805,8.06913,7.34589,4.23168
FL,"Spanish Broadcasting System, Inc.",IQ405465,2008,22.733,179.752,176.931,169.832,140.248,139.544,117.521,10.514,9.616,4.484,0,332.263,319.805,-2.76834,13.44956,-15.22178,9.71998,9.99588,9.51204,3.56307,2.89159,1.90791
FL,"Hemisphere Media Group, Inc.",IQ226584812,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"LBI Media, Inc.",IQ3632482,2008,46.5515,115.667,107.966,97.502,62.884,59.8,48.994,13.702,16.582,9.427,2.213,356.27,268.427,-202.8296,14.29353,4.1532,8.57668,9.37071,7.87917,3.11491,2.71136,3.72428
NY,"Nathan's Famous, Inc.",IQ61292,2008,9.156,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0
MI,Metaldyne Performance Group Inc.,IQ1040657,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,General Motors Company,IQ61206100,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Ford Motor Company,IQ106335,2007,8291,143249,153413,0,151802,155980,0,6790,9001,0,468,11745,12095,-253.16227,11.04894,0,1.3641,1.74182,0,37.425,-18.17882,0
WA,"Amazon.com, Inc.",IQ18749,2007,1216.5,10711,8490,6921.124,10117,7907,6413.663,216,204,89.133,0,1480,1855,56.12999,3544.62718,-93.1596,0.37454,0.72268,0.67574,196.36245,117.89993,120.82795
GA,"The Home Depot, Inc.",IQ278679,2007,10010.5,79022,77019,73094,68582,66561,63849,3495,3830,3908,1395,2148,856,20.27763,22.09255,21.47965,1.54641,0.81121,0.45717,41.4142,74.23033,208.10038
PA,Comcast Corporation,IQ173341,2007,12305.5,0,0,19221,0,0,12041,0,0,3660,0,21682,20093,0,0,2.23388,0,0,3.07106,0,0,24.04338
MN,Target Corporation,IQ174438,2007,6130.5,57878,51271,45682,52925,46888,41979,3879,3346,3050,380,9034,10155,18.68088,17.68378,15.64705,0.94914,0.97634,0.90889,67.65848,60.37964,94.12875
NC,"Lowe's Companies, Inc.",IQ180871,2007,6639,46927,0,36464,40533,0,31826,3884,0,2899,276,3060,3678,20.65593,0,19.92309,1.09523,0,1.0666,60.32074,0,86.74809
CA,The Walt Disney Company,IQ191564,2007,9340.5,33747,31944,30752,26681,26273,25283,1211,1599,1314,519,10157,9395,11.38721,9.82578,9.40407,1.68963,2.1675,2.48186,51.83599,40.54201,34.44667
MN,"Best Buy Co., Inc.",IQ255397,2007,3688,35934,30848,27433,33426,28733,25532,733,648,502,174,528,482,24.03561,23.49062,23.73269,1.66444,1.66324,0.33718,44.25117,40.32271,261.91735
OR,"NIKE, Inc.",IQ291981,2007,3164.95,16325.9,14954.9,13739.7,13924.4,12563.7,11588.8,313.5,333.7,257.1,343.7,687.3,682.4,22.41071,23.3373,23.24154,0,0.09452,0,NM,732.56079,NM
MA,"The TJX Companies, Inc.",IQ306688,2007,2752.305,0,0,14913.483,0,0,13507.133,0,0,429.133,0,572.593,664.793,0,0,41.433,0,0,1.77639,0,0,48.49756
NY,Time Warner Inc.,IQ24689,2007,6024.5,43690,42401,42081,32710,32423,32143,4076,3102,3024,876,20238,20703,8.08485,4.0501,5.61196,3.27681,2.09724,2.14571,25.06127,35.75229,38.06119
NY,"Twenty-First Century Fox, Inc.",IQ91031,2007,6250,25327,0,0,20518,0,0,1037,0,0,431,10087,9080,9.49182,0,0,1.91454,0,0,38.87198,0,0
OH,"Macy's, Inc.",IQ318091,2007,3497,0,0,15630,0,0,13950,0,0,467,0,2637,3151,0,0,11.38185,0,0,1.00352,0,0,80.19301
IL,McDonald's Corporation,IQ139488,2007,7972.5,20895.2,19117.3,18594,15009,13808.9,13710.1,1736.5,1601.9,1415.2,1216.5,8934.3,8357.3,18.72999,17.566,17.39652,2.03242,2.22464,2.46093,34.06431,31.35774,34.45818
IL,Sears Holdings Corporation,IQ7675730,2007,3385,53012,54261,0,49363,51326,0,513,546,0,0,366,76,12.25077,15.14082,NM,2.07756,2.76121,5.3904,35.25761,22.74797,10.05149
WA,Starbucks Corporation,IQ34745,2007,2236.2925,7880.879,6446.045,5354.904,6599.716,5325.261,4457.549,768.53,643.989,412.537,0,2.87,3.618,26.92541,21.6641,17.14239,1.85407,1.46803,0.9911,36.69196,60.19899,88.83194
TN,Dollar General Corporation,IQ266974,2007,961.433,9169.822,0,7660.927,8655.823,0,6940.851,258.615,0,288.572,62.472,258.462,265.337,7.95854,0,21.10698,1.56048,0,0.88468,46.076,0,102.07955
FL,"AutoNation, Inc.",IQ112302,2007,741.05,18988.6,19253.4,19424.7,18251.2,18475.9,18652.5,170.2,141.8,210.9,0,484.4,797.7,7.90723,8.85521,9.65322,2.35265,1.02798,1.21005,25.16819,61.8299,72.61476
CT,"Charter Communications, Inc.",IQ19609,2007,2132,5504,5254,4977,3603,3341,3082,1103,1080,967,0,19437,19464,28.47652,20.80206,156.29775,9.8922,10.00221,9.8606,0.25558,0.82362,1.26907
MI,Whirlpool Corporation,IQ314515,2007,1898,18080,14317,13220,16652,13012.3,12002,576,494,511,130,745,1160,19.33174,25.18651,27.93258,2.83942,1.41415,1.95861,22.54655,49.07851,42.28212
MA,"Staples, Inc.",IQ34740,2007,2842.825,0,0,14448.378,0,0,13043.66,0,0,335.435,0,557.927,567.433,0,0,18.21506,0,0,1.20336,0,0,71.38118
VA,"Dollar Tree, Inc.",IQ27685,2007,0,0,0,0,0,0,0,0,0,0,0,250,142.568,0,0,0,0,0,0,0,0,0
MI,"Penske Automotive Group, Inc.",IQ365436,2007,484.852,11242.313,10190.284,9886.211,10955.861,9909.121,9630.083,225.058,218.285,232.205,25.215,576.69,574.933,10.69885,10.86661,11.82603,6.97017,3.99642,4.1366,8.10332,14.50481,17.153
WI,Kohl's Corporation,IQ61243,2007,2700.5795,15544.2,13141.251,11700.6,13341.7,11678.326,10390.525,1142.247,792.12,876.301,0,1103.441,1075.973,19.18045,15.41477,15.95053,1.83346,1.87251,1.74304,34.07813,44.4108,46.74302
MI,Lear Corporation,IQ30727,2007,1193.05,17838.9,17089.2,16960,17165.7,16372.4,15836.5,347.6,568.4,429,16.8,2243.1,1866.9,-82.94221,-71.93252,16.92999,4.22222,3.95839,2.23912,12.49448,13.7983,36.88671
FL,Carnival Corporation,IQ258823,2007,0,0,0,9727,0,0,6787,0,0,3560,0,5727,6291,0,0,12.27898,0,0,2.61049,0,0,34.19669
OH,The Goodyear Tire & Rubber Company,IQ275789,2007,2220,20258,19723,18370.4,19002,18017,16913.6,664,627,511.9,69,4742,4443,96.35037,327.84637,384.58962,5.05735,4.29642,4.81271,11.44538,13.88432,13.34521
CA,"The Gap, Inc.",IQ274265,2007,3030,15943,16023,16267,14207,13650,13562,564,589,432,265,1886,2487,14.68063,21.48441,23.66499,1.31894,0.96551,0.48976,54.58561,72.24135,178.82222
NY,Omnicom Group Inc.,IQ96161,2007,2387.35,11376.9,10481.1,9747.2,9703.4,8966.1,8359.7,177.6,162.7,159.7,175.8,2357.5,2358.4,22.09917,19.70175,18.83698,1.88031,1.94218,1.77726,38.57198,38.09596,NM
CO,DISH Network Corporation,IQ110001,2007,2989.72,9818.486,8447.175,7158.471,7392.852,6474.336,5949.605,1376.227,1498.794,977.487,0,5466.964,5471.153,-112.0199,-102.86074,-13.80824,1.60162,2.56087,3.8352,52.02901,31.71917,18.94302
WA,"Nordstrom, Inc.",IQ32215,2007,1583.508,0,0,7131.388,0,0,6314.852,0,0,243.69,0,929.01,1227.41,0,0,22.98859,0,0,0.32909,0,0,283.75885
NY,CBS Corporation,IQ27763231,2007,4050.9,14320.2,14536.4,14547.3,11209.1,11359.9,11196.1,504.1,405.1,265.6,519.1,7153.2,9351.5,6.11098,-26.10298,-31.15463,2.57189,2.78681,3.1934,27.33721,21.68181,23.82858
PA,Aramark,IQ1004106,2007,1271.9925,11621.173,10963.36,10192.24,10709.405,10065.37,9350.669,323.972,320.414,324.563,50.512,1794.522,0,18.35974,23.30999,24.04284,2.23888,2.36532,2.43512,30.12211,29.13599,34.41491
KY,"Yum! Brands, Inc.",IQ365997,2007,2389,9561,9349,9011,7836,7792,7493,614,609,645,144,1649,1731,56.808,50.0657,54.51197,2.2682,2.05238,1.91734,31.45988,33.12628,44.12154
TX,"J. C. Penney Company, Inc.",IQ295624,2007,2372.5,19903,18781,18096,17626,16845,16450,767,535,412,153,3464,5114,27.34177,22.04671,12.92974,1.89941,2.11099,0.25121,30.31671,28.2445,331.08227
CA,"Ross Stores, Inc.",IQ33926,2007,877.727,0,0,4239.99,0,0,3864.272,0,0,149.541,0,50,50,0,0,22.34101,0,0,1.42245,0,0,60.36335
NY,"Viacom, Inc.",IQ25403751,2007,3592.1,11361.1,9609.6,8132.2,8229.3,6984.2,5597.8,217,247.5,214.8,206.1,5702.1,0,20.95479,12.27021,9.51405,2.77482,2.27716,1.15426,30.6743,42.07555,80.65559
OH,"L Brands, Inc.",IQ285544,2007,1788,0,0,9408,0,0,8048,0,0,431,0,1646,648,0,0,18.55019,0,0,1.56719,0,0,55.95791
NC,V.F. Corporation,IQ191328,2007,1265.279,6215.794,5654.155,5218.066,5281.273,4781.473,4428.128,127.195,102.976,74.141,216.529,647.728,556.639,17.59826,18.0775,17.78671,0.99226,1.16105,1.22667,66.9866,56.85639,71.72223
TX,"D.R. Horton, Inc.",IQ107405,2007,1081.25,14760.5,13863.7,10840.8,12512.6,11236.7,8978.7,83.3,68.2,55.2,137.6,3445.1,2819.3,20.87986,31.55207,27.89188,1.57325,1.45058,1.62779,38.12645,61.57707,53.55404
NJ,Bed Bath & Beyond Inc.,IQ321778,2007,1427.7295,6617.429,5809.562,5147.678,5595.073,4819.28,4257.773,317.501,220.394,190.721,0,0,0,24.19757,25.65248,24.07696,1.12323,1.28938,0.95606,55.30381,49.85352,92.0743
NJ,"Toys ""R"" Us Inc.",IQ190358,2007,1554.5,13050,11333,11100,12088,10607,10445,285,285,269,0,1860,2349,-15.58256,-21.32741,5.89681,6.50599,7.36895,2.07067,7.18193,7.78787,33.74924
AR,Murphy USA Inc.,IQ240460878,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Las Vegas Sands Corp.,IQ3632895,2007,778.0125,2236.859,0,1197.056,1485.582,0,797.957,1830.697,0,461.147,0,1625.901,1485.064,23.99131,0,67.00223,5.22213,0,1.25808,13.56571,0,54.92069
FL,Lennar Corporation,IQ30763,2007,2791.643,16266.662,13866.971,10500.968,14621.791,11672.905,9026.894,26.783,21.747,27.389,101.295,2592.772,2021.014,10.84417,28.89842,23.30739,1.0228,0.9291,0.58982,62.87133,61.07046,152.99467
TX,"Group 1 Automotive, Inc.",IQ368787,2007,231.6855,6083.484,5969.59,5435.033,5905.131,5816.652,5300.684,70.85,57.256,46.812,13.437,158.074,240.747,13.39615,11.77068,4.93429,3.10647,2.4974,3.02261,22.15839,25.27701,24.85406
CO,Liberty Interactive Corporation,IQ30796,2007,1721.5,8613,7646,7051,6897,6157,5710,278,168,177,0,6370,8566,3.4795,-0.19677,0.37434,5.17885,5.23312,6.02947,21.91643,16.50885,10.40689
TN,"AutoZone, Inc.",IQ25307,2007,0,0,5710.882,5637.025,0,4599.621,4531.428,0,282.399,184.057,0,1861.85,1869.25,0,203.06508,207.723,0,1.95281,1.94839,0,44.7368,45.43002
GA,Newell Brands Inc.,IQ291703,2007,1123.95,6201,5717.2,5707.1,5284.7,4885.2,4891.3,138.3,92.2,121.9,244.25,2429.7,2424.3,26.64289,23.8481,5.55482,2.27884,3.0338,2.93139,33.96781,23.27432,27.64407
CT,The Priceline Group Inc.,IQ33254,2007,233.3275,1123.103,962.66,914.372,1027.533,899.746,870.461,12.851,11.03,6.944,-1.927,223.549,224.418,20.21635,67.1842,17.22728,2.15051,2.40212,0.56219,41.48224,38.74279,178.39922
NC,"Sonic Automotive, Inc.",IQ370122,2007,385.519,7972.074,7884.842,7394.937,7739.926,7652.97,7182.788,96.148,79.338,101.577,20.406,712.311,668.826,11.36445,12.72002,13.03947,3.98191,4.50697,4.99773,17.65673,15.16876,13.53097
VA,"Advance Auto Parts, Inc.",IQ24333,2007,839.4635,4616.503,4264.971,3770.297,4083.708,3736.015,3336.662,257.765,216.214,179.766,19.153,406.04,438.3,23.71732,28.58864,27.78261,2.60658,2.39922,2.30832,24.99611,27.5486,36.97107
TX,"CST Brands, Inc.",IQ231688165,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,GameStop Corp.,IQ1342560,2007,898.8225,5318.9,3091.783,1842.806,4847.593,2819.096,1695.956,133.93,110.696,98.305,0,24.347,0,12.70783,12.15932,10.71656,3.49107,3.25656,0.82817,21.83049,25.39673,108.12914
MI,BorgWarner Inc.,IQ25708,2007,749.7,4585.4,4293.8,3525.3,3977,3680.4,3035.1,268.3,292.5,252.4,51.8,440.6,568,12.02409,15.07677,15.62299,1.48542,1.87412,2.02021,51.91251,40.13721,43.15007
NV,MGM Resorts International,IQ286798,2007,2490.2525,7175.956,6128.843,4001.804,5045.835,4337.309,2781.941,1636.655,689.619,679.857,0,12355.433,5458.848,17.95427,14.49583,13.01324,5.45279,6.63158,4.24224,9.19585,8.04202,16.1223
GA,"Mohawk Industries, Inc.",IQ31670,2007,1176.2595,7905.842,6620.099,5880.372,6791.83,5762.758,5118.292,158.292,241.306,103.404,0,3194.561,700,13.4593,13.52548,14.93903,2.59558,3.86463,1.4001,22.97663,17.52722,NM
IL,LKQ Corporation,IQ4303924,2007,174.1355,789.381,547.392,424.756,700.392,485.876,382.97711,36.152,26.218,25.67,0,45.996,49.945,11.95951,11.32863,10.88282,1.47312,1.2748,1.59554,46.24919,53.05714,59.85341
FL,Royal Caribbean Cruises Ltd.,IQ325643,2007,1597.4295,5229.584,4903.174,4555.375,3949.493,3629.54,3407.65,1151.16,412.198,623.47,124.46,3553.892,4826.57,10.88648,12.80946,10.47026,4.16682,3.34154,4.58549,18.62727,22.9972,15.72754
IL,Tenneco Inc.,IQ35259,2007,528.5,4685,4441,4213,4276,4028,3812,170,144,130,0,1361,1401,29.14286,41.57706,12.5,4.04644,4.01505,4.22475,12.72187,14.16814,14.17855
NV,Caesars Entertainment Corporation,IQ298176,2007,2831.55,9673.9,7010,4396.8,7241.1,5180.5,3279.2,2487,1135.4,640.3,282.7,11038.8,5151.1,8.88825,8.21527,16.92267,5.07004,5.69629,4.24216,11.89695,12.65211,17.47798
MO,"O'Reilly Automotive, Inc.",IQ324289,2007,445.0275,0,0,0,0,0,0,0,0,0,0,25.461,100.322,0,0,0,0,0,0,0,0,0
CA,"Live Nation Entertainment, Inc.",IQ384687,2007,215.2125,3294.471,2936.845,2806.128,3181.702,2800.447,2676.679,65.705,92.52,73.435,-5.2,341.136,649.461,-9.42274,-32.91494,10.35827,5.98542,3.31427,3.61241,8.42642,25.19913,18.72172
NY,PVH Corp.,IQ296568,2007,431.598,2090.648,1908.848,1641.428,1797.654,1663.969,1467.627,46.161,37.443,46.195,11.086,399.512,399.097,18.16709,19.84615,11.35837,1.58132,1.86062,2.77522,47.12409,41.9479,26.99183
CA,"Netflix, Inc.",IQ32012,2007,124.2185,996.66,682.213,500.611,919.591,672.077,477.946,27.333,30.619,14.962,0,0,0,15.25115,21.97289,16.0563,0,0,0,NM,NM,NM
NY,"The Interpublic Group of Companies, Inc.",IQ108616,2007,947.85,6190.8,6274.3,6387,5884,6111.1,5798.3,127.8,140.7,194,24.4,2183,1936,-6.84754,-24.94145,-36.55371,4.60804,5.29226,2.46683,10.89363,9.07884,29.93296
NY,"Foot Locker, Inc.",IQ315394,2007,723.5,5750,5653,5355,5177,5073,4810,165,155,156,61,347,335,11.42989,13.63754,15.91264,1.98616,1.93807,1.99142,36.00212,37.55274,38.9923
MI,Federal-Mogul Holdings Corporation,IQ271077,2007,816.8,6326.4,6286,6174.1,5740.5,5785,5610.8,237.4,190.3,267.5,0,4057.9,4037,25.9435,15.14033,19.38308,1.62579,2.88574,2.63483,30.2158,18.20744,26.89028
AZ,"PetSmart, Inc.",IQ32919,2007,805.0795,4233.857,3760.499,3363.452,3751.7,3309.494,2969.779,239.313,164.486,142.014,16.654,0,0,19.06312,19.29331,19.13008,2.56413,2.53099,1.83516,25.33584,25.64755,43.44292
GA,"PulteGroup, Inc.",IQ294550,2007,295.2135,14269.844,14689.65,0,12308.518,12164.495,0,98.629,88.887,0,40.879,3386.527,2736.559,11.00379,27.42253,0,1.79363,1.59092,0,32.33685,36.56719,0
NY,Ralph Lauren Corporation,IQ362220,2007,1098.7,4295.4,3746.3,3305.419,3490.5,3076.1,2793.569,184,158.6,174.138,20.9,291,277.345,18.28715,16.53555,12.32064,0.92803,1.08736,0.98639,63.63358,68.67025,90.54668
FL,"Darden Restaurants, Inc.",IQ336160,2007,998.8,5567.1,5353.6,4977.6,4803.8,4609.3,4294.6,342.3,271.6,208.8,65.7,350.318,653.349,32.44848,28.1123,24.49856,1.17625,1.19109,1.22404,58.65007,58.22305,74.18594
CT,"Harman International Industries, Incorporated",IQ29279,2007,586.8255,3247.897,3030.889,2711.374,2711.207,2561.243,2350.85,130.548,172.326,135.493,3.321,330.791,387.616,22.30516,24.05524,20.6313,0.30765,0.51138,0.61873,240.60057,188.80205,150.82464
WA,"Expedia, Inc.",IQ25915843,2007,757.7755,2237.586,2119.455,1843.013,1670.074,1533.294,1416.655,92.631,52.315,53.407,0,0,0,4.20919,3.2943,2.08154,0,0.15712,0,NM,568.32772,NM
NY,Cablevision Systems Corporation,IQ25933,2007,2189.874,5927.462,5172.478,4632.537,4188.157,3588.753,3375.929,886.297,769.292,697.514,2840.78,8902.14,10308.246,3.3973,4.97815,21.03847,6.10005,5.21136,6.38045,8.40696,10.26147,7.12613
AR,"Dillard's, Inc.",IQ266847,2007,486.434,0,0,7528.6,0,0,7171.33,0,0,280.831,0,1322.824,1855.065,0,0,5.15876,0,0,3.26477,0,0,18.9347
GA,"Asbury Automotive Group, Inc.",IQ25109,2007,226.6235,5748.331,5540.663,5301.135,5584.421,5385.557,5158.794,44.676,77.263,68.072,13.342,472.427,492.536,11.58228,11.65687,11.54477,4.02519,4.32881,4.5919,14.01252,11.85021,14.52446
MD,"Discovery Communications, Inc.",IQ22666093,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"iHeartMedia, Inc.",IQ92768,2007,3363.5425,6567.79,0,0,4437.72,0,0,336.739,0,0,382.776,6155.363,6941.996,7.57421,0,0,3.67846,0,0,18.61382,0,0
NC,Hanesbrands Inc.,IQ4212820,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,Dana Incorporated,IQ174336,2007,0,0,0,0,0,0,0,0,0,0,0,67,2054,0,0,0,0,0,0,0,0,0
CA,"Mattel, Inc.",IQ31197,2007,1078.345,5650.156,5179.016,5102.786,4729.788,4275.036,4145.823,133.441,137.131,143.59,249.542,525,400,26.15062,18.58562,24.89,1.57339,1.64912,0.34061,51.51282,47.7837,267.35796
VA,"NVR, Inc.",IQ182505,2007,846.4605,6134.124,5262.347,4319.722,4984.614,4091.82,3426.516,23.431,18.67,9.761,0,200,200,64.22485,92.26013,78.6854,0,0.33598,0,NM,293.85511,NM
NJ,"Burlington Stores, Inc.",IQ242224249,2007,392.545,0,0,3199.84,0,0,2944.918,0,0,93.115,0,0,0,0,0,11.97199,0,0,0.98176,0,0,90.08539
WI,"Harley-Davidson, Inc.",IQ277444,2007,0,0,0,5015.19,0,0,3416.876,0,0,213.55,0,0,0,0,0,28.81291,0,0,0.02855,0,0,3402.81171
OH,"Big Lots, Inc.",IQ26949,2007,519.924,4743.048,4429.905,4149.252,4466.855,4287.986,3980.703,35.778,68.503,134.691,0,159.2,204,10.19893,1.45993,2.86847,0.80594,1.97279,2.2873,94.24962,40.98889,33.9216
PA,"Toll Brothers, Inc.",IQ308806,2007,771.602,6123.453,5793.425,3861.942,5097.862,4535.182,3144.129,41.74,43.029,20.408,0,1740.58,1636.045,22.24171,34.42298,21.30801,1.79988,0.84654,1.60616,34.20286,111.64255,53.78121
NJ,Wyndham Worldwide Corporation,IQ31063165,2007,929,3842,0,0,3050,0,0,175,0,0,1360,1687,1478,8.19367,0,0,3.61328,0,0,22.8776,0,0
NC,"American Tire Distributors, Inc.",IQ22353812,2007,0,0,0,0,0,0,0,0,0,0,0,496.746,231.455,0,0,0,0,0,0,0,0,0
TX,"The Michaels Companies, Inc.",IQ253239221,2007,847.6065,3843,3659,3393.251,3276.3,3172,2964.86,143,118,90.906,58,0,0,-5.54305,17.95254,16.37752,7.93616,1.73877,2.15967,8.15682,40.76869,37.82299
WI,"Spectrum Brands, Inc.",IQ182851961,2007,315.361,2462.246,1762.179,1417.186,2187.989,1506.027,1214.231,59.924,56.742,26.892,0,0,0,-66.13583,5.11334,21.68147,7.83968,8.42,4.13171,4.1843,7.65021,16.36796
TX,"Neiman Marcus Group, Inc.",IQ291286,2007,0,0,3821.924,3470.559,0,3293.533,3102.46,0,197.185,115.094,0,249.78,324.757,0,16.90089,16.33161,0,0,0.2962,0,NM,292.09572
NY,Sirius XM Radio Inc.,IQ248607529,2007,-316.74,637.235,242.245,66.854,1588.293,972.83,649.788,95.622,49.888,28.589,0,0,0,3447.1616,-130.20464,-61.23947,-1.61516,-0.84699,0,-66.62779,-122.58999,NM
FL,NCL Corporation Ltd.,IQ234093043,2007,207.9395,1979.941,0,0,1820.264,0,0,809.403,0,0,0,0,0,-8.99608,NM,0,14.83804,NM,0,0.54261,NM,0
MD,"Under Armour, Inc.",IQ8740684,2007,0,0,0,0,0,0,0,0,0,0,0,2.868,0.1,0,0,0,0,0,0,0,0,0
CA,Levi Strauss & Co.,IQ30773,2007,748.6405,4192.947,4224.81,4150.732,3502.89,3559.494,3593.404,76.556,41.868,16.299,0,2230.902,2248.723,-21.58844,-12.02827,-2.19891,3.6948,3.95399,4.91534,13.37056,9.99334,9.30711
NY,"Coach, Inc.",IQ526573,2007,0,0,0,0,0,0,0,0,0,0,0,3.27,3.42,0,0,0,0,0,0,0,0,0
RI,"Hasbro, Inc.",IQ277746,2007,753.5145,3151.481,3087.627,2997.51,2618.111,2596.974,2558.318,82.103,70.584,79.239,75.282,495.619,302.698,14.10789,12.6115,12.87221,1.57493,1.90591,0.72948,51.98017,38.11349,125.3241
IL,Brunswick Corporation,IQ171649,2007,405.45,5665,5923.8,5229.3,5137.6,5283,4671.1,205.1,233.6,171.3,55,723.7,728.4,13.6706,20.88266,17.77749,1.72767,1.48806,0.86985,51.46309,61.19399,102.91065
FL,"Bloomin' Brands, Inc.",IQ128530849,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"CalAtlantic Group, Inc.",IQ188653,2007,466.7775,3765.336,4011.361,3354.454,3056.903,3282.616,2824.318,11.207,12.499,6.627,10.5,1528.408,1049.434,8.33976,28.81162,26.81875,1.78245,2.07915,1.71003,29.98326,23.2943,48.28171
NC,Belk Inc.,IQ160197,2007,426.435,0,2968.777,2446.832,3225.019,2592.072,2118.081,0,166.817,142.235,0,293.22,300.64,NM,NM,NM,0,0.65414,0.69151,NM,104.30185,99.3756
NV,"Wynn Resorts, Limited",IQ3449701,2007,746.261,1432.257,721.981,0,1095.391,517.081,0,613.86,827.074,0,608.299,2090.846,1600.328,39.19164,-6.39736,0,6.21319,9.54565,0,6.2891,4.31766,0
NY,Tiffany & Co.,IQ35576,2007,782.083,2648.321,2395.153,2204.831,2108.186,1894.605,1756.735,182.393,156.975,142.281,52.611,397.606,392.991,13.96812,14.41958,19.20255,1.57988,1.52748,1.10086,42.93302,42.25548,81.06697
MI,"American Axle & Manufacturing Holdings, Inc.",IQ24704,2007,468.5,3191.7,3387.3,3599.6,2933.8,3097.1,3143.7,279.4,300,240.2,31,489.2,448,-24.60603,5.74271,16.69982,3.09446,2.75078,2.16133,23.1485,28.62047,40.25438
TX,"Sally Beauty Holdings, Inc.",IQ30177530,2007,420.097,0,0,0,0,0,0,0,0,0,0,18.828,34.872,0,0,0,0,0,0,0,0,0
MO,"Leggett & Platt, Incorporated",IQ30760,2007,604.35,5505.4,5299.3,5085.5,4847.8,4711,4460.4,164.7,162.6,156.1,121.1,921.6,779.4,13.05624,11.01686,12.89332,1.54957,1.81033,1.28424,51.44837,40.91029,72.69036
NY,"Nine West Holdings, Inc.",IQ315884,2007,383.1,4087,4532.2,4649.7,3675.5,3992.3,4006.5,108.8,66.9,56.6,55.7,752.6,977,-7.17507,9.50322,11.62625,2.86283,2.60445,2.54107,24.37252,26.31739,35.35437
MI,Cooper-Standard Holdings Inc.,IQ4235187,2007,298.6795,2164.262,1827.44,1863.583,1924.358,1636.923,1649.406,82.874,54.481,62.988,0,890.847,899.572,-2.6606,2.79636,11.03979,4.8792,5.21146,4.47986,10.36161,9.60961,19.52625
